,Title,ReleaseDate,Overview,VoteAverage,VoteCount,OriginalLanguage,Genres,Runtime,Tagline,Budget,Revenue,ProductionCompanies,ProductionCountries,SpokenLanguages,IMDBId
397,Fanny and Alexander,1982-12-17,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.",7.776,743,sv,Fantasy;Drama;Mystery,188,Sin tagline,6000000.0,6800000.0,Cinematograph AB;Svenska Filminstitutet;SVT;Gaumont;Personafilm;Tobis,Sweden;Germany;France,English;Deutsch;svenska;,tt0083922
398,The King of Comedy,1982-12-18,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",7.788,2213,en,Drama;Comedy,109,It's no laughing matter.,19000000.0,2536000.0,Embassy International Pictures;20th Century Fox,United States of America,English,tt0085794
399,Die Hard,1988-07-15,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",7.79,10893,en,Action;Thriller,132,Twelve terrorists. One cop. The odds are against John McClane... That's just the way he likes it.,28000000.0,140767956.0,Gordon Company;Silver Pictures;20th Century Fox,United States of America,English;Deutsch;Italiano,tt0095016
400,Kin-dza-dza!,1986-12-01,Two Soviet humans previously unknown to each other are transported to the planet Pluke in the Kin-dza-da galaxy due to a chance encounter with an alien teleportation device. They must come to grips with a language barrier and Plukian social norms (not to mention the laws of space and time) if they ever hope to return to Earth.,7.791,237,ru,Comedy;Science Fiction,135,Sin tagline,13112079.2,63838039.304709144,Mosfilm,Soviet Union,ქართული;Pусский,tt0091341
401,Nayakan,1987-10-21,"Velu Naicker, who witnesses the brutal murder of his father, kills a corrupt policeman and escapes to Mumbai, only to become a gangster.",7.8,71,ta,Drama;Crime,156,Are you a good man or a bad man?,13112079.2,63838039.304709144,Sujatha Films;Muktha Films,India,;English;தமிழ்;తెలుగు;हिन्दी,tt0093603
402,Indiana Jones and the Last Crusade,1989-05-24,"In 1938, an art collector appeals to eminent archaeologist Dr. Indiana Jones to embark on a search for the Holy Grail. Indy learns that a medieval historian has vanished while searching for it, and the missing man is his own father, Dr. Henry Jones Sr.. He sets out to rescue his father by following clues in the old man's notebook, which his father had mailed to him before he went missing. Indy arrives in Venice, where he enlists the help of a beautiful academic, Dr. Elsa Schneider, along with Marcus Brody and Sallah. Together they must stop the Nazis from recovering the power of eternal life and taking over the world!",7.8,9906,en,Adventure;Action,127,"The man with the hat is back. And this time, he's bringing his Dad.",48000000.0,474171806.0,Paramount Pictures;Lucasfilm Ltd.,United States of America,العربية;English;Deutsch;ελληνικά,tt0097576
403,Do the Right Thing,1989-06-14,"Salvatore ""Sal"" Fragione is the Italian owner of a pizzeria in Brooklyn. A neighborhood local, Buggin' Out, becomes upset when he sees that the pizzeria's Wall of Fame exhibits only Italian actors. Buggin' Out believes a pizzeria in a black neighborhood should showcase black actors, but Sal disagrees. The wall becomes a symbol of racism and hate to Buggin' Out and to other people in the neighborhood, and tensions rise.",7.8,1716,en,Drama,120,"It's the hottest day of the summer. You can do nothing, you can do something, or you can Do the Right Thing.",6500000.0,37300000.0,40 Acres and a Mule Filmworks;Universal Pictures,United States of America,English,tt0097216
404,Kiki's Delivery Service,1989-07-29,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",7.8,3937,ja,Animation;Family;Fantasy,103,"I was feeling blue, but I'm better now.",6900000.0,4493017.0,Studio Ghibli;Nibariki;Studio Fuga;Tokuma Shoten;Nippon Television Network Corporation,Japan,日本語,tt0097814
405,Kagemusha,1980-04-26,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord.",7.813,629,ja,Action;Drama;History;War,180,The Shadow of a man can never stand up and walk on its own,6000000.0,4000000.0,TOHO;20th Century Fox;Kurosawa Production;American Zoetrope,Japan;United States of America,日本語,tt0080979
406,Stand by Me,1986-08-08,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",7.859,5732,en,Crime;Drama,89,"For some, it's the last real taste of innocence, and the first real taste of life.",8000000.0,52300000.0,Columbia Pictures;Act III Productions,United States of America,English,tt0092005
407,Koyaanisqatsi,1983-04-27,Takes us to locations all around the US and shows us the heavy toll that modern technology is having on humans and the earth. The visual tone poem contains neither dialogue nor a vocalized narration: its tone is set by the juxtaposition of images and the exceptional music by Philip Glass.,7.881,652,en,Documentary,86,Life out of balance,600000.0,3200000.0,IRE Productions;Santa Fe Institute for Regional Education;American Zoetrope,United States of America,No Language,tt0085809
408,Return of the Jedi,1983-05-25,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",7.897,15413,en,Adventure;Action;Science Fiction,132,"Return to a galaxy far, far away.",32350000.0,572700000.0,Lucasfilm Ltd.,United States of America,English,tt0086190
409,Pixote,1980-09-26,"10-year-old Pixote endures torture, degradation, and corruption at a local youth detention center where two of its members are murdered by policemen who frame Lilica, a 17-year-old trans hustler. Pixote helps Lilica and three other boys escape and they start to make their living by a life of crime which only escalates to more violence and death.",7.9,200,pt,Crime;Drama,128,They can't outrun the law of the weakest.,13112079.2,63838039.304709144,HB Filmes;Embrafilme,Brazil,Português,tt0082912
410,Raiders of the Lost Ark,1981-06-12,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",7.929,12176,en,Adventure;Action,115,Indiana Jones — the new hero from the creators of JAWS and STAR WARS.,18000000.0,389925971.0,Paramount Pictures;Lucasfilm Ltd.,United States of America,English;Español;Deutsch;עִבְרִית;العربية;,tt0082971
411,Raging Bull,1980-11-14,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",7.937,4208,en,Drama,129,I don’t go down for nobody.,18000000.0,23380203.0,United Artists;Chartoff-Winkler Productions,United States of America,English,tt0081398
412,Blade Runner,1982-06-25,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",7.937,13496,en,Science Fiction;Drama;Thriller,118,Man has made his match...now it's his problem.,28000000.0,41722424.0,Shaw Brothers;The Ladd Company;Warner Bros. Pictures,United States of America;Hong Kong;United Kingdom,English;Deutsch;广州话 / 廣州話;日本語;Magyar,tt0083658
413,Nausicaä of the Valley of the Wind,1984-03-11,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",7.941,3471,ja,Adventure;Animation;Fantasy,117,A young girl's love called forth miracles…,1000000.0,3301446.0,Topcraft,Japan,日本語,tt0087544
414,Aliens,1986-07-18,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",7.941,9374,en,Action;Thriller;Science Fiction,137,This time it's war.,18500000.0,183316455.0,SLM Production Group;20th Century Fox;Brandywine Productions,United States of America,English,tt0090605
415,Akira,1988-06-10,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,7.947,4087,ja,Animation;Science Fiction;Action,124,Neo-Tokyo is about to E·X·P·L·O·D·E,5700000.0,49000000.0,MBS;Sumitomo Corporation;TOHO;Studio Fuga;Studio Aoi;Kodansha;Bandai Entertainment;Tokyo Movie Shinsha,Japan,日本語,tt0094625
416,Pink Floyd: The Wall,1982-07-14,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,7.969,1457,en,Music;Drama,95,The memories. The madness. The music... The movie.,12000000.0,22244207.0,Goldcrest;Tin Blue;Metro-Goldwyn-Mayer,United Kingdom;United States of America,English,tt0084503
